links,title,time,content,class
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/19/cabinet-considering-energy-compensation-millions-families-report,Cabinet considering energy compensation for millions of families: report,19 September 2022 - 08:05,,PoliticsBusiness
https://nltimes.nl/2022/09/19/klm-cancels-42-flights-monday-business-travelers-avoiding-schiphol,KLM cancels 42 flights for Monday; Business travelers avoiding Schiphol,19 September 2022 - 07:34,,Business
https://nltimes.nl/2022/09/18/eredivisie-heerenveen-beat-twente-rkc-score-5,Eredivisie: Heerenveen beat Twente; RKC score 5,18 September 2022 - 23:57,,Sports
https://nltimes.nl/2022/09/18/az-beat-ajax-lot-passion-fight-alkmaar,AZ beat Ajax with a lot of passion and fight in Alkmaar,18 September 2022 - 23:20,,Sports
https://nltimes.nl/2022/09/18/already-atm-bombings-2021,Already more ATM bombings than in all of 2021,18 September 2022 - 18:50,,Crime
https://nltimes.nl/2022/09/18/cabinet-puts-brakes-home-placements-children,Cabinet puts the brakes on out-of-home placements for children,18 September 2022 - 18:00,,HealthPolitics
https://nltimes.nl/2022/09/18/former-ajax-vrouwen-players-say-marc-overmars-also-crossed-line,Former Ajax Vrouwen players say Marc Overmars  also crossed a line with them,18 September 2022 - 17:10,,Sports
https://nltimes.nl/2022/09/18/psv-beat-feyenoord-4-3-classic-phillips-stadium,PSV beat Feyenoord 4-3 in a classic at the Phillips stadium,18 September 2022 - 16:20,,Sports
https://nltimes.nl/2022/09/18/schoolchildren-advised-bundle-schools-turn-heating,Schoolchildren advised to bundle up as schools turn heating down,18 September 2022 - 16:20,,PoliticsBusiness
https://nltimes.nl/2022/09/18/body-found-hoorn-confirmed-pregnant-univ-amsterdam-student,Body found in Hoorn confirmed to be pregnant Univ. Amsterdam student,18 September 2022 - 15:30,,Crime
https://nltimes.nl/2022/09/18/cabinet-coalition-parties-arrange-sudden-meeting-discuss-rising-energy-bills,"Cabinet, coalition parties arrange sudden meeting to discuss rising energy bills ",18 September 2022 - 14:40,,PoliticsBusiness
https://nltimes.nl/2022/09/18/food-banks-lower-threshold-receiving-food-packages-due-inflation,Food banks lower threshold for receiving food packages due to inflation,18 September 2022 - 13:50,,HealthPolitics
https://nltimes.nl/2022/09/18/homeowners-apply-4-times-subsidies-energy-saving-measures-last-year,Homeowners apply for 4 times more subsidies for energy-saving measures than last year,18 September 2022 - 13:00,,PoliticsBusinessTechInnovation
https://nltimes.nl/2022/09/18/code-yellow-wind-gusts-northern-areas-sunday-afternoon-knmi,Code yellow for wind gusts in northern areas on Sunday afternoon: KNMI,18 September 2022 - 12:10,,TechNature
https://nltimes.nl/2022/09/18/alleged-crime-boss-denies-targeted-princess-amalia-pm-mark-rutte,"Alleged crime boss denies he targeted Princess Amalia, PM Mark Rutte",18 September 2022 - 11:20,,CrimePolitics
https://nltimes.nl/2022/09/18/17-year-old-suspect-arrested-fatal-stabbing-nijmegen,17-year-old suspect arrested after fatal stabbing in Nijmegen,18 September 2022 - 10:30,,Crime
https://nltimes.nl/2022/09/18/stewards-hospitalized-due-violence-fc-den-bosch-top-oss-match,Stewards hospitalized due to violence after FC Den Bosch - TOP Oss match,18 September 2022 - 09:36,,CrimeSports
https://nltimes.nl/2022/09/18/tui-flight-makes-emergency-landing-romania-passengers-sleep-airport-floor,TUI flight makes emergency landing in Romania; Passengers sleep on airport floor,18 September 2022 - 09:20,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/18/klm-announces-second-round-cancellations-sunday-due-schiphol-crowds,KLM announces second round of cancellations on Sunday due to Schiphol crowds,18 September 2022 - 08:32,,Business
https://nltimes.nl/2022/09/18/resistance-wind-turbines-municipalities-decreasing,Resistance to wind turbines in municipalities is decreasing,18 September 2022 - 08:00,,BusinessTechNature
https://nltimes.nl/2022/09/18/workers-strike-abn-amro-first-time-decades,Workers could strike at ABN AMRO for the first time in decades,18 September 2022 - 07:30,,Business
https://nltimes.nl/2022/09/17/dutch-woman-dies-falling-window-mallorca,Dutch woman dies after falling from window in Mallorca,17 September 2022 - 18:50,,1-1-2
https://nltimes.nl/2022/09/17/delft-university-solar-car-team-wins-solar-challenge-south-africa,Delft University solar car team wins solar challenge in South Africa,17 September 2022 - 18:00,,TechInnovationSports
https://nltimes.nl/2022/09/17/driver-charged-attempted-manslaughter-ramming-police-cars-chase,Driver charged with attempted manslaughter after ramming into police cars during chase,17 September 2022 - 17:10,,Crime
https://nltimes.nl/2022/09/17/majority-municipalities-provide-reception-locations-asylum-seekers,Majority of municipalities do not provide reception locations for asylum seekers,17 September 2022 - 16:20,,HealthPolitics
https://nltimes.nl/2022/09/17/right-wing-broadcaster-responds-criticisms-racism-npo,Right-wing broadcaster responds to criticisms of racism from NPO,17 September 2022 - 15:30,,PoliticsBusiness
https://nltimes.nl/2022/09/17/long-lines-schiphol-saturday-departure-scheme-benschop,Long lines at Schiphol on Saturday; No departure scheme for Benschop ,17 September 2022 - 14:40,,Business
https://nltimes.nl/2022/09/17/trains-lelystad-dronten-mid-december-tennet-power-outage,No trains between Lelystad and Dronten until mid-December after TenneT power outage,17 September 2022 - 13:50,,Business
https://nltimes.nl/2022/09/17/third-person-dies-dutch-police-custody-month,Third person dies in Dutch police custody in a month,17 September 2022 - 13:00,,Crime
https://nltimes.nl/2022/09/17/memorial-service-queen-elizabeth-amsterdam-church,Memorial service for Queen Elizabeth in Amsterdam church,17 September 2022 - 12:10,,Politics
https://nltimes.nl/2022/09/17/farm-buyout-scheme-yet-successful,Farm buyout scheme not yet successful,17 September 2022 - 11:24,,PoliticsBusinessTechNature
https://nltimes.nl/2022/09/17/many-people-lost-faith-current-cabinet-poll,Many people have lost faith in current Cabinet: Poll,17 September 2022 - 10:30,,Politics
https://nltimes.nl/2022/09/17/historic-healthcare-agreement-signed-except-gps,"'Historic’ healthcare agreement signed, except by GPs",17 September 2022 - 09:46,,HealthPolitics
https://nltimes.nl/2022/09/17/klm-announces-dozens-cancellations-today-schiphol-lines-grow,KLM announces dozens of cancellations today as Schiphol lines grow,17 September 2022 - 09:05,,Business
https://nltimes.nl/2022/09/17/princess-amalia-pm-mark-rutte-potentially-targeted-organized-crime,"Princess Amalia, PM Mark Rutte potentially targeted by organized crime ",17 September 2022 - 08:56,,CrimePolitics
https://nltimes.nl/2022/09/17/jumbo-supermarket-ceo-will-remain-jail-weekend-money-laundering-case,Jumbo supermarket CEO will remain in jail this weekend in money laundering case,17 September 2022 - 08:15,,CrimeBusiness
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/17/airports-rotterdam-eindhoven-can-take-schiphol-flights,Airports in Rotterdam and Eindhoven can only take over a few Schiphol flights,17 September 2022 - 07:45,,Business
https://nltimes.nl/2022/09/17/agency-investigating-slovakian-migrant-laborers-sickness-benefit-fraud-allegations,Agency investigating Slovakian migrant laborers over sickness benefit fraud allegations,17 September 2022 - 07:15,,Crime
https://nltimes.nl/2022/09/16/klm-new-schiphol-restrictions-will-far-reaching-consequences,KLM: New Schiphol restrictions will have far-reaching consequences,16 September 2022 - 20:16,,Business
https://nltimes.nl/2022/09/16/netherlands-plans-massive-expansion-offshore-wind-energy-70-gigawatts,Netherlands plans massive expansion of offshore wind energy to 70 gigawatts,16 September 2022 - 19:24,,PoliticsBusiness
https://nltimes.nl/2022/09/16/huge-budget-package-will-boost-purchasing-power-39-2023-full-recovery,Huge budget package will boost purchasing power by 3.9% in 2023; Not a full recovery,16 September 2022 - 17:54,,PoliticsBusiness
https://nltimes.nl/2022/09/16/health-ministry-pressed-multi-million-euro-face-mask-deal-now-scrutiny,Health ministry pressed for multi-million euro face mask deal now under scrutiny,16 September 2022 - 17:07,,CrimePolitics
https://nltimes.nl/2022/09/16/people-70-dying-one-sided-bicycle-accidents,More people over 70 dying in one-sided bicycle accidents,16 September 2022 - 16:25,,1-1-2
https://nltimes.nl/2022/09/16/heartbeat-blind-date-mayan-alcohol-enemas-win-dutch-scientists-ig-nobel-prizes,"Heartbeat on a blind date, Mayan alcohol enemas win Dutch scientists Ig Nobel Prizes",16 September 2022 - 15:35,,TechScience
https://nltimes.nl/2022/09/16/right-wing-broadcast-crossed-line-story-claiming-less-exposed-aspect-racism-npo,"Right-wing broadcast crossed the line with story claiming ""less exposed aspect of racism"": NPO",16 September 2022 - 14:45,,CultureLifestyle
https://nltimes.nl/2022/09/16/alleged-criminal-kingpin-taghis-lawyer-asks-acquittal-major-assassinations-trial,Alleged criminal kingpin Taghi's lawyer asks for acquittal in major assassinations trial,16 September 2022 - 13:44,,Crime
https://nltimes.nl/2022/09/16/schiphol-tells-airlines-cut-9250-departing-passengers-per-day-october,"Schiphol tells airlines to cut 9,250 departing passengers per day through October",16 September 2022 - 12:27,,Business
https://nltimes.nl/2022/09/16/young-people-say-mental-health-prioritized-adults,Young people say their mental health is not prioritized by adults,16 September 2022 - 12:00,,HealthPolitics
https://nltimes.nl/2022/09/16/eindhoven-museum-return-nazi-looted-kandinsky-painting-jewish-family,Eindhoven museum to return Nazi-looted Kandinsky painting to Jewish family,16 September 2022 - 11:10,,CultureArt
https://nltimes.nl/2022/09/16/meat-air-travel-ads-may-get-major-pollutant-warning-texts,"Meat, air travel ads may get major pollutant warning texts",16 September 2022 - 10:22,,Business
https://nltimes.nl/2022/09/16/amsterdam-asks-parliament-scrap-burka-ban,Amsterdam asks parliament to scrap burka ban,16 September 2022 - 09:37,,Politics
https://nltimes.nl/2022/09/16/many-undocumented-migrants-working-food-deliverers,Many undocumented migrants working as food deliverers,16 September 2022 - 09:01,,Business
https://nltimes.nl/2022/09/16/wind-gusts-90-kmh-expect-across-western-netherlands-today-tomorrow,Wind gusts up to 90 km/h expect across Western Netherlands today & tomorrow,16 September 2022 - 08:29,,TechNature
https://nltimes.nl/2022/09/16/cabinet-temporarily-increasing-basic-study-grant-due-inflation,Cabinet temporarily increasing basic study grant due to inflation,16 September 2022 - 08:03,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/16/regional-public-transport-workers-striking-throughout-netherlands,Regional public transport workers striking throughout Netherlands ,16 September 2022 - 07:32,,Business
https://nltimes.nl/2022/09/15/az-leave-late-defeat-ten-man-fc-vaduz,AZ leave it late to defeat ten-man FC Vaduz ,15 September 2022 - 23:32,,Sports
https://nltimes.nl/2022/09/15/feyenoord-destroy-sturm-graz-take-top-spot-europa-league-group,Feyenoord destroy Sturm Graz to take the top spot in their Europa League group,15 September 2022 - 23:25,,Sports
https://nltimes.nl/2022/09/15/schiphol-ceos-resignation-can-delay-fix-recent-chaos-says-union-airlines-hope-guidance,"Schiphol CEO’s resignation can delay fix to recent chaos, says union; Airlines hope for guidance",15 September 2022 - 20:25,,Business
https://nltimes.nl/2022/09/15/dutch-football-also-wants-migrant-workers-qatar-world-cup-fairly-compensated,Dutch football also wants migrant workers at Qatar World Cup to be fairly compensated,15 September 2022 - 19:35,,Sports
https://nltimes.nl/2022/09/15/us-senate-confirms-new-ambassador-netherlands,U.S. Senate confirms new Ambassador to the Netherlands,15 September 2022 - 18:45,,Politics
https://nltimes.nl/2022/09/15/amsterdam-mayor-criticizes-cultural-problem-gel-blaster-fired-gay-bars-patrons,"Amsterdam mayor criticizes ""cultural problem"" after gel blaster fired at gay bar’s patrons",15 September 2022 - 17:55,,Crime
https://nltimes.nl/2022/09/15/schiphol-tells-airlines-cut-departing-passengers-18-october-says-industry-group,"Schiphol tells airlines to cut departing passengers by 18% in October, says industry group",15 September 2022 - 17:05,,Business
https://nltimes.nl/2022/09/15/netherlands-getting-eu413-million-eu-labor-market-poverty-support,"Netherlands getting €413 million from EU for labor market, poverty support",15 September 2022 - 16:15,,Politics
https://nltimes.nl/2022/09/15/dutch-senator-tiny-kox-accused-ties-russian-secret-service-denounces-claim-nonsense,"Dutch senator Tiny Kox, accused of ties to Russian secret service, denounces claim as nonsense",15 September 2022 - 15:25,,Politics
https://nltimes.nl/2022/09/15/amsterdam-students-find-uzi-litter-cleanup-event,Amsterdam students find Uzi during litter cleanup event,15 September 2022 - 14:35,,Crime
https://nltimes.nl/2022/09/15/ethnically-diverse-parents-targeted-far-often-tax-offices-fraud-witch-hunt,Ethnically diverse parents targeted far more often in tax office's fraud witch hunt,15 September 2022 - 13:45,,CrimePolitics
https://nltimes.nl/2022/09/15/dick-benschop-steps-head-schiphol-airport-long-lines-week,Dick Benschop steps down as head of Schiphol Airport after long lines this week,15 September 2022 - 12:55,,Business
https://nltimes.nl/2022/09/15/dutch-health-insurance-premium-will-rise-8-pct-next-year-eu137-per-month,Dutch health insurance premium will rise 8 pct. next year to over €137 per month,15 September 2022 - 12:18,,HealthPoliticsBusiness
https://nltimes.nl/2022/09/15/medical-industry-payments-doctors-often-untraceable,Medical industry payments to doctors often untraceable,15 September 2022 - 11:30,,HealthBusiness
https://nltimes.nl/2022/09/15/rwanda-security-service-threatened-intimidated-refugees-netherlands,"Rwanda security service threatened, intimidated refugees in the Netherlands",15 September 2022 - 10:35,,Politics
https://nltimes.nl/2022/09/15/unemployment-rise-especially-among-young-people,"Unemployment on the rise, especially among young people",15 September 2022 - 09:46,,Business
https://nltimes.nl/2022/09/15/landlords-failing-students-whose-rooms-fall-disrepair-unsafe-conditions,"Landlords failing students whose rooms fall into disrepair, unsafe conditions",15 September 2022 - 09:15,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/15/shells-gas-renewables-boss-wael-sawan-take-ceo-ben-van-beurden-stepping,Shell’s gas & renewables boss Wael Sawan to take over as CEO; Ben van Beurden stepping down,15 September 2022 - 09:07,,Business
https://nltimes.nl/2022/09/15/netherlands-heading-debt-crisis-budget-institute-warns,"Netherlands heading for a debt crisis, budget institute warns",15 September 2022 - 08:33,,Business
https://nltimes.nl/2022/09/15/total-study-debt-doubled-since-2015-still-increasing,"Total study debt doubled since 2015, still increasing",15 September 2022 - 08:02,,Business
https://nltimes.nl/2022/09/15/ones-power-will-cut-winter-minister-promises,"No one's power will be cut off this winter, Minister promises",15 September 2022 - 07:31,,PoliticsBusiness
https://nltimes.nl/2022/09/14/hundreds-dutch-women-tinder-redirect-lonely-men-expensive-chat-scam,Hundreds of Dutch “women” on Tinder redirect lonely men to expensive chat scam,14 September 2022 - 17:30,,Crime
https://nltimes.nl/2022/09/14/air-france-klm-race-snap-least-50-portuguese-airline-tap,Air France-KLM in the race to snap up at least 50% of Portuguese airline TAP,14 September 2022 - 16:40,,Business
https://nltimes.nl/2022/09/14/interest-free-loans-available-low-income-people-boost-home-sustainability,Interest free loans available for low-income people to boost home sustainability,14 September 2022 - 15:50,,Business
https://nltimes.nl/2022/09/14/pms-vvd-party-letting-municipalities-reserve-housing-existing-residents,PM’s VVD party against letting municipalities reserve housing for existing residents,14 September 2022 - 15:00,,PoliticsBusiness
https://nltimes.nl/2022/09/14/schiphol-still-crowded-airlines-angered-workers-offer-solutions,"Schiphol still crowded; Airlines angered, workers offer solutions",14 September 2022 - 14:10,,Business
https://nltimes.nl/2022/09/14/donny-m-confesses-abducting-drugging-abusing-killing-9-year-old-boy-gino,"Donny M. confesses to abducting, drugging, abusing, and killing 9-year-old boy Gino",14 September 2022 - 13:20,,Crime
https://nltimes.nl/2022/09/14/dutch-cardiologists-secretly-receiving-millions-medical-industry-report,Dutch cardiologists secretly receiving millions from medical industry: report,14 September 2022 - 13:20,,HealthBusiness
https://nltimes.nl/2022/09/14/jumbo-ceo-still-custody-money-laundering-supermarket-chain-denies-involvement,Jumbo CEO still in custody for money laundering; Supermarket chain denies involvement,14 September 2022 - 12:35,,Crime
https://nltimes.nl/2022/09/14/adam-present-measures-tourism-december-hotels-want-day-tripper-tax,A'dam to present measures against over-tourism by December; Hotels want day-tripper tax,14 September 2022 - 11:57,,Business
https://nltimes.nl/2022/09/14/recordings-show-non-profit-face-mask-dealers-millions-philanthropy,"Recordings show ""non-profit” face mask dealers were after millions, not philanthropy",14 September 2022 - 10:02,,Crime
https://nltimes.nl/2022/09/14/murder-suspect-also-accused-sexually-abusing-9-year-old-boy-gino-report,Murder suspect also accused of sexually abusing 9-year-old boy Gino: report,14 September 2022 - 09:13,,Crime
https://nltimes.nl/2022/09/14/millions-pushed-fighting-crime-undermines-society-little-effect,Millions pushed into fighting crime that undermines society had little effect,14 September 2022 - 08:42,,CrimePolitics
https://nltimes.nl/2022/09/14/girls-mental-health-deteriorated-significantly-past-years-study,Girls mental health deteriorated significantly in past years: study,14 September 2022 - 08:03,,Health
https://nltimes.nl/2022/09/14/dutch-pm-2023-focus-recognition-slavery-suffering,Dutch PM: 2023 should focus on recognition of slavery suffering,14 September 2022 - 07:35,,Politics
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/13/ajax-left-heartbroken-late-winner-liverpool,Ajax left heartbroken after late winner for Liverpool,13 September 2022 - 23:07,,Sports
https://nltimes.nl/2022/09/13/mp-liane-den-haan-launches-new-party-represent-older-population,MP Liane den Haan launches new party to represent older population,13 September 2022 - 20:33,,Politics
https://nltimes.nl/2022/09/13/amsterdam-berlin-train-will-30-minutes-faster-december-2023,Amsterdam to Berlin train will be 30 minutes faster by December 2023,13 September 2022 - 19:56,,PoliticsBusiness
https://nltimes.nl/2022/09/13/schiphol-chaos-200-ajax-fans-miss-champions-league-match-liverpool,Schiphol chaos: 200 Ajax fans could miss Champions League match in Liverpool,13 September 2022 - 18:30,,Sports
https://nltimes.nl/2022/09/13/teacher-accused-taking-hundreds-skirt-photos-hague-arts-academy,Teacher accused of taking hundreds of up-skirt photos at Hague arts academy,13 September 2022 - 17:30,,Crime
https://nltimes.nl/2022/09/13/amsterdam-board-pro-diversity-party-bij1-resigns-claiming-election-fraud-racism,"Amsterdam board of pro-diversity party Bij1 resigns claiming election fraud, racism",13 September 2022 - 16:40,,Politics
https://nltimes.nl/2022/09/13/next-round-covid-vaccinations-netherlands-starts-monday,Next round of Covid vaccinations in the Netherlands starts on Monday,13 September 2022 - 15:50,,Health
https://nltimes.nl/2022/09/13/schiphol-long-lines-new-low-says-minister-draconian-measures-needed-says-union,"Schiphol long lines “a new low” says Minister; “Draconian measures” needed, says union",13 September 2022 - 15:00,,Business
https://nltimes.nl/2022/09/13/body-missing-pregnant-univ-amsterdam-student-likely-found-confession,Body of missing pregnant Univ. Amsterdam student likely found after confession,13 September 2022 - 14:28,,Crime
https://nltimes.nl/2022/09/13/police-officers-used-electroshock-weapon-1730-times-six-months,"Police officers used electroshock weapon 1,730 times in six months",13 September 2022 - 14:00,,Crime
https://nltimes.nl/2022/09/13/google-face-eu25-billion-claims-netherlands-uk-adtech-allegations,"Google to face €25 billion claims in Netherlands, UK over adtech allegations",13 September 2022 - 13:46,,Business
https://nltimes.nl/2022/09/13/hm-decathlon-promise-improve-sustainability-information-regulator-warning,"H&M, Decathlon promise to improve sustainability information after regulator warning",13 September 2022 - 12:50,,Business
https://nltimes.nl/2022/09/13/dutch-parliament-considering-outlawing-temporary-rent-contracts,Dutch parliament considering outlawing temporary rent contracts,13 September 2022 - 12:00,,PoliticsBusiness
https://nltimes.nl/2022/09/13/bureaucracy-big-burden-young-people-disabilities-national-ombudsman,Bureaucracy a big burden for young people with disabilities: National Ombudsman,13 September 2022 - 11:10,,HealthPolitics
https://nltimes.nl/2022/09/13/police-tax-authority-raid-jumbo-ceos-home-noord-brabant,"Police, tax authority raid Jumbo CEO's home in Noord-Brabant",13 September 2022 - 10:16,,Business
https://nltimes.nl/2022/09/13/dutch-hotel-stays-25-expensive-year-amsterdam-push-tourist-tax-30,Dutch hotel stays 25% more expensive this year; Amsterdam could push tourist tax up 30%,13 September 2022 - 09:23,,Business
https://nltimes.nl/2022/09/13/wokism-extremism-must-tolerated-protect-democracy-justice-min,"""Wokism"" and extremism must not be tolerated to protect democracy: Justice Min.",13 September 2022 - 08:41,,Politics
https://nltimes.nl/2022/09/13/municipalities-may-soon-allowed-reserve-half-homes-residents,Municipalities may soon be allowed to reserve half of homes for their own residents,13 September 2022 - 08:09,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/13/schiphol-expects-busy-manageable-day-lines-building-700-delayed-cancelled-flights-monday,"Schiphol expects busy, manageable day, but lines building; 700 delayed, cancelled flights on Monday",13 September 2022 - 07:31,,Business
https://nltimes.nl/2022/09/13/right-protest-increasing-threat-netherlands-says-amnesty-international,"Right to protest under increasing threat in the Netherlands, says Amnesty International",13 September 2022 - 07:00,,Politics
https://nltimes.nl/2022/09/12/police-seize-lamborghini-urus-chase-tops-200-kmh-driver-influence,Police seize Lamborghini Urus after chase tops 200 km/h; Driver under the influence,12 September 2022 - 20:14,,CrimeWeird
https://nltimes.nl/2022/09/12/banning-child-like-sex-dolls-will-reduce-sexual-abuse-children-experts-say,"Banning child-like sex dolls will not reduce sexual abuse of children, experts say",12 September 2022 - 18:35,,CrimePolitics
https://nltimes.nl/2022/09/12/half-dutch-workforce-employed-part-time-including-70-women,"About half of the Dutch workforce is employed part-time, including 70% of women ",12 September 2022 - 17:45,,Business
https://nltimes.nl/2022/09/12/netherlands-pay-energy-bills-residents-fall-debt-report,Netherlands to pay down energy bills for residents who fall into debt: Report,12 September 2022 - 16:55,,PoliticsBusiness
https://nltimes.nl/2022/09/12/schiphol-asks-airlines-cancel-flights-monday-crowds,Schiphol asks some airlines to cancel flights on Monday because of crowds,12 September 2022 - 15:42,,Business
https://nltimes.nl/2022/09/12/dutch-king-willem-alexander-queen-maxima-attend-queen-elizabeths-funeral,"Dutch King Willem-Alexander, Queen Maxima to attend Queen Elizabeth’s funeral",12 September 2022 - 15:00,,Politics
https://nltimes.nl/2022/09/12/large-asylum-centers-cause-additional-problems-municipalities-report,Large asylum centers do not cause additional problems in most municipalities: Report,12 September 2022 - 14:10,,Politics
https://nltimes.nl/2022/09/12/new-law-needed-protect-tenants-bad-landlords-unsafe-conditions-advocates,"New law needed to protect tenants from bad landlords, unsafe conditions: Advocates",12 September 2022 - 13:20,,Business
https://nltimes.nl/2022/09/12/extremely-long-lines-return-schiphol-airport-shortage-security-staff-monday,Extremely long lines return to Schiphol Airport; Shortage of security staff on Monday,12 September 2022 - 12:30,,Business
https://nltimes.nl/2022/09/12/fire-heemstede-agriculture-business-causing-lots-smoke-kids-warned-stay-inside,Fire at Heemstede agriculture business causing lots of smoke: Kids warned to stay inside,12 September 2022 - 11:42,,1-1-2
https://nltimes.nl/2022/09/12/brussels-bombings-trial-starts-65-years-terrorist-attacks,Brussels Bombings trial starts 6.5 years after terrorist attacks,12 September 2022 - 10:43,,Crime
https://nltimes.nl/2022/09/12/museum-visits-drop-14-million-many-museums-trouble,"Museum visits drop by 1.4 million, many museums in trouble",12 September 2022 - 10:08,,CultureArt
https://nltimes.nl/2022/09/12/deal-train-unions-ns-will-likely-lead-higher-fares,Deal between train unions and NS will likely lead to higher fares,12 September 2022 - 09:49,,Business
https://nltimes.nl/2022/09/12/investors-claim-billions-philips-damages-sleep-apnea-devices-recall,Investors claim billions from Philips over damages from sleep apnea devices recall,12 September 2022 - 09:13,,Business
https://nltimes.nl/2022/09/12/golden-carriages-gold-comes-suriname-research-shows-ahead-dutch-pms-visit,"Golden Carriage's gold comes from Suriname, research shows ahead of Dutch PM's visit",12 September 2022 - 08:41,,Politics
https://nltimes.nl/2022/09/12/anti-depressant-prescriptions-young-women-20-since-pandemic,Anti-depressant prescriptions for young women up 20% since pandemic,12 September 2022 - 08:05,,Health
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/12/trucker-claims-innocence-nieuw-beijerland-tragedy,Trucker claims innocence in Nieuw-Beijerland tragedy,12 September 2022 - 07:33,,Crime
https://nltimes.nl/2022/09/11/feyenoord-win-rotterdam-derby-3-0-sparta,Feyenoord win the Rotterdam derby 3-0 against Sparta ,11 September 2022 - 22:15,,Sports
https://nltimes.nl/2022/09/11/eredivisie-ajax-keep-perfect-record-psv-leave-late-win,Eredivisie: Ajax keep their perfect record; PSV leave it late to win,11 September 2022 - 21:46,,Sports
https://nltimes.nl/2022/09/11/amsterdam-man-arrested-report-wanted-pm-mark-rutte-killed,Amsterdam man arrested on report he wanted to have PM Mark Rutte killed,11 September 2022 - 19:59,,CrimePolitics
https://nltimes.nl/2022/09/11/dutch-motorcyclist-stranded-austrian-ski-slope-navigation-mishap,Dutch motorcyclist stranded on Austrian ski slope after navigation mishap,11 September 2022 - 19:20,,TechNatureSportsWeird
https://nltimes.nl/2022/09/11/netherlands-failure-fight-manure-fraud-influenced-change-fertilizer-policy,Netherlands' failure to fight manure fraud influenced change in fertilizer policy,11 September 2022 - 18:30,,PoliticsBusinessTechNature
