,links,title,content,time,class
296,https://nltimes.nl/2023/01/03/telegram-group-claims-responsibility-neo-nazi-racist-erasmus-bridge-stunt,"Telegram group claims responsibility for Neo-Nazi, racist Erasmus Bridge stunt","Members of the Telegram group White Lives Matter (WLM) from the Netherlands and Germany have claimed responsibility for the racist and white supremacist statements projected on the Erasmus Bridge in Rotterdam during New Year's Eve. It is unknown who is behind the Telegram group. The Public Prosecution Service is still investigating whether criminal offenses have been committed.Op de Erasmusbrug zijn racistische leuzen geprojecteerd tijdens de jaarwisseling. https://t.co/saEJPmxFHl pic.twitter.com/4TDQSam65FIn the app group they wrote that their ""activists"" from the Netherlands and Germany teamed up to make a public ""pro-Blank"" statement. The word ""blank"" is often criticized as an antiquated term used to describe white people. More closely translated as an absence of color, it can be considered a white supremacist term.""This required a lot of planning, testing and math to make it work. We also had to contend with a large sum of money for the laser,"" the group wrote. They also confirmed it was a coordinated action. ""This was pre-planned and required a lot of preparation. We knew we only had one chance and it had to be perfect."" WLM describes itself in the message not ""as a group or organization,"" but as a ""decentralized initiative.""The messages included ""White Lives Matter"" and ""Vrolijk Blank 2023 - Happy White 2023"" were projected on the bridge. They also projected the English sentence, ""We must secure the existence of our people and a future for white children."" This phrase was popularized by American Neo-Nazi David Lane, who created a domestic terrorist organization. The statement has become known by the abbreviation ""14 words."" The statement, ""White Lives Matter"" was also first popularized by a different American white supremacist group, and is used to try and sweep the existence of racism under the rug, advocates of inclusivity have said.Hoe is het mogelijk dat tijdens de jaarwisseling racistische teksten op de Erasmusbrug in Rotterdam konden worden geprojecteerd? #Rotterdam #racisme #burgemeester pic.twitter.com/lXlWvxNydpThe group said it was planning more campaigns in the near future. ""Our New Year's resolutions are that we hope to see similar cooperation among other groups in our [White] countries,"" though they again used a derivative of the word ""Blank"" instead of white.The Telegram group also released a questionnaire in which suggestions were made for locations for their next statement. Followers can choose from a football stadium, a live concert, at a demonstration, at the Dam Square National Monument, in busy places such as a train station or during another live broadcast. Some of the messages projected on the Erasmus Bridge were shown on RTL 4 during its broadcast of national New Year's celebrations.stond er nou white lives matter op de erasmusbrug..... #Rotterdam pic.twitter.com/81zPcJWfg5",3 January 2023 - 16:03,Politics
298,https://nltimes.nl/2023/01/03/dutch-sailor-dies-trying-shoot-flare-new-years-pacific-ocean,Dutch sailor dies trying to shoot flare during New Year’s on the Pacific Ocean,"A crew member aboard a Dutch sailing vessel was killed on New Year’s day while trying to shoot a distress signal flare over the Pacific Ocean. The flare exploded in the man’s hand, and he died from his injuries, police in the Netherlands confirmed.The 23-year-old victim from Delft “fired a flare just after Midnight as an alternative to fireworks,” police said. It has not been determined why the flare exploded, or what the cause of the accident was.The incident happened while the ship was making its way from Curaçao to Tahiti. There were three other passengers on the ship at the time.They contacted an emergency doctor using a satellite phone to provide remote assistance. Despite giving the victim CPR, he died from injuries sustained in the explosion.Dutch police confirmed the incident on Monday evening. At the time, the police said the ship was being sailed to the nearest port, without stating the exact location. The case will be investigated by a special division of the police, and the Dutch Safety Board may also launch an investigation into the matter.",3 January 2023 - 11:10,One-one-two
299,https://nltimes.nl/2023/01/03/dutch-sailor-dies-trying-shoot-flare-new-years-pacific-ocean,Dutch sailor dies trying to shoot flare during New Year’s on the Pacific Ocean,"A crew member aboard a Dutch sailing vessel was killed on New Year’s day while trying to shoot a distress signal flare over the Pacific Ocean. The flare exploded in the man’s hand, and he died from his injuries, police in the Netherlands confirmed.The 23-year-old victim from Delft “fired a flare just after Midnight as an alternative to fireworks,” police said. It has not been determined why the flare exploded, or what the cause of the accident was.The incident happened while the ship was making its way from Curaçao to Tahiti. There were three other passengers on the ship at the time.They contacted an emergency doctor using a satellite phone to provide remote assistance. Despite giving the victim CPR, he died from injuries sustained in the explosion.Dutch police confirmed the incident on Monday evening. At the time, the police said the ship was being sailed to the nearest port, without stating the exact location. The case will be investigated by a special division of the police, and the Dutch Safety Board may also launch an investigation into the matter.",3 January 2023 - 11:10,Weird
301,https://nltimes.nl/2023/01/03/nazi-treasure-map-among-many-documents-made-public-national-archives-today,Nazi treasure map among many documents to be made public by National Archives today,"The National Archives of the Netherlands will again start the new year by publishing a large collection of documents that were previously not allowed to be viewed by the public, or were only available under strict conditions. This year, the Archives’ Open Access Day will include the publication of about 1,300 pages of documents, ranging from documents about the World War II, abuse in internment camps, and minutes from Cabinet minister meetings.A literal treasure map containing “clues to a never-found Nazi treasure that is said to be buried near Ommeren” will also be made public. Several efforts were made in vain to find the loot in the Gelderland village, but it was never recovered. The treasure is believed to be worth millions, and is linked to August 1944. ""During the defense of Arnhem, there was an explosion at a branch of the Rotterdamsche Bank on the Velperweg. German soldiers put loot in their coats at the scene,"" said Annet Waalkens of the National Archives in an interview with Omroep Gelderland.It is believed that watches, jewels, cut and polished diamonds, and jewelry were swiped by the Nazi soldiers. The rumor is that the loot was placed in ammunition boxes which were buried in Ommeren. The Dutch state even brought a Nazi officer back to the Netherlands to try and find it, but the items were never recovered during those efforts.The stolen items may have been found by treasure seekers, or at random, and never announced to the public. They may also have been collected by the Nazis days after the items were stolen.The treasure map is just one of hundreds of pages being made available on Tuesday. All told, the collection of the National Archives includes 142 kilometers of paper archives, and 1.2 petabytes of digital files. There are 15 million photos in all and 300 thousand maps, reported newswire ANP.Documents assembled by A.M. van Tuyll van Serooskerken will also be released from the time he chaired a committee investigating abuse in internment camps that were used to house Dutch people suspected of collaborating with the German occupiers during the War. “The archive contains harrowing stories of torture, humiliation and revenge against this group of 'illicit Dutch people'. Leg irons used to chain detainees together, sometimes for weeks, are tangible evidence of the often inhumane conditions in these post-War camps.”The National Archives will also publish personal files from the Ministry of War’s Intelligence Bureau, as well as files related to the former Dutch East Indies and Indonesia’s struggle for independence during the War. “There are files about the resistance against the Japanese occupation, about conscientious objectors and deserters, and a conspiracy against Captain Westerling,” the National Archives said.Meetings from the Council of Ministers, which generally meets weekly, will be published from the year 1997. “The Netherlands was EU president in that year, and the climate conference was held in Kyoto. Swine fever was circulating throughout the Netherlands, and there was unrest among farmers about the planned substantial reduction in livestock numbers,” the National Archives notes.“The expansion of NATO with a number of Eastern European countries was a hot topic on the agenda. Especially when it comes to relations with Russia,” the National Archives said. Additionally, refugee and asylum seeker issues were still hot button topics 15 years ago. The minutes also show how the Cabinet at the time struggled with its relationship with Suriname when balanced against extradition requests for Desi Bouterse.",3 January 2023 - 10:21,Politics
302,https://nltimes.nl/2023/01/03/nazi-treasure-map-among-many-documents-made-public-national-archives-today,Nazi treasure map among many documents to be made public by National Archives today,"The National Archives of the Netherlands will again start the new year by publishing a large collection of documents that were previously not allowed to be viewed by the public, or were only available under strict conditions. This year, the Archives’ Open Access Day will include the publication of about 1,300 pages of documents, ranging from documents about the World War II, abuse in internment camps, and minutes from Cabinet minister meetings.A literal treasure map containing “clues to a never-found Nazi treasure that is said to be buried near Ommeren” will also be made public. Several efforts were made in vain to find the loot in the Gelderland village, but it was never recovered. The treasure is believed to be worth millions, and is linked to August 1944. ""During the defense of Arnhem, there was an explosion at a branch of the Rotterdamsche Bank on the Velperweg. German soldiers put loot in their coats at the scene,"" said Annet Waalkens of the National Archives in an interview with Omroep Gelderland.It is believed that watches, jewels, cut and polished diamonds, and jewelry were swiped by the Nazi soldiers. The rumor is that the loot was placed in ammunition boxes which were buried in Ommeren. The Dutch state even brought a Nazi officer back to the Netherlands to try and find it, but the items were never recovered during those efforts.The stolen items may have been found by treasure seekers, or at random, and never announced to the public. They may also have been collected by the Nazis days after the items were stolen.The treasure map is just one of hundreds of pages being made available on Tuesday. All told, the collection of the National Archives includes 142 kilometers of paper archives, and 1.2 petabytes of digital files. There are 15 million photos in all and 300 thousand maps, reported newswire ANP.Documents assembled by A.M. van Tuyll van Serooskerken will also be released from the time he chaired a committee investigating abuse in internment camps that were used to house Dutch people suspected of collaborating with the German occupiers during the War. “The archive contains harrowing stories of torture, humiliation and revenge against this group of 'illicit Dutch people'. Leg irons used to chain detainees together, sometimes for weeks, are tangible evidence of the often inhumane conditions in these post-War camps.”The National Archives will also publish personal files from the Ministry of War’s Intelligence Bureau, as well as files related to the former Dutch East Indies and Indonesia’s struggle for independence during the War. “There are files about the resistance against the Japanese occupation, about conscientious objectors and deserters, and a conspiracy against Captain Westerling,” the National Archives said.Meetings from the Council of Ministers, which generally meets weekly, will be published from the year 1997. “The Netherlands was EU president in that year, and the climate conference was held in Kyoto. Swine fever was circulating throughout the Netherlands, and there was unrest among farmers about the planned substantial reduction in livestock numbers,” the National Archives notes.“The expansion of NATO with a number of Eastern European countries was a hot topic on the agenda. Especially when it comes to relations with Russia,” the National Archives said. Additionally, refugee and asylum seeker issues were still hot button topics 15 years ago. The minutes also show how the Cabinet at the time struggled with its relationship with Suriname when balanced against extradition requests for Desi Bouterse.",3 January 2023 - 10:21,Tech
303,https://nltimes.nl/2023/01/03/nazi-treasure-map-among-many-documents-made-public-national-archives-today,Nazi treasure map among many documents to be made public by National Archives today,"The National Archives of the Netherlands will again start the new year by publishing a large collection of documents that were previously not allowed to be viewed by the public, or were only available under strict conditions. This year, the Archives’ Open Access Day will include the publication of about 1,300 pages of documents, ranging from documents about the World War II, abuse in internment camps, and minutes from Cabinet minister meetings.A literal treasure map containing “clues to a never-found Nazi treasure that is said to be buried near Ommeren” will also be made public. Several efforts were made in vain to find the loot in the Gelderland village, but it was never recovered. The treasure is believed to be worth millions, and is linked to August 1944. ""During the defense of Arnhem, there was an explosion at a branch of the Rotterdamsche Bank on the Velperweg. German soldiers put loot in their coats at the scene,"" said Annet Waalkens of the National Archives in an interview with Omroep Gelderland.It is believed that watches, jewels, cut and polished diamonds, and jewelry were swiped by the Nazi soldiers. The rumor is that the loot was placed in ammunition boxes which were buried in Ommeren. The Dutch state even brought a Nazi officer back to the Netherlands to try and find it, but the items were never recovered during those efforts.The stolen items may have been found by treasure seekers, or at random, and never announced to the public. They may also have been collected by the Nazis days after the items were stolen.The treasure map is just one of hundreds of pages being made available on Tuesday. All told, the collection of the National Archives includes 142 kilometers of paper archives, and 1.2 petabytes of digital files. There are 15 million photos in all and 300 thousand maps, reported newswire ANP.Documents assembled by A.M. van Tuyll van Serooskerken will also be released from the time he chaired a committee investigating abuse in internment camps that were used to house Dutch people suspected of collaborating with the German occupiers during the War. “The archive contains harrowing stories of torture, humiliation and revenge against this group of 'illicit Dutch people'. Leg irons used to chain detainees together, sometimes for weeks, are tangible evidence of the often inhumane conditions in these post-War camps.”The National Archives will also publish personal files from the Ministry of War’s Intelligence Bureau, as well as files related to the former Dutch East Indies and Indonesia’s struggle for independence during the War. “There are files about the resistance against the Japanese occupation, about conscientious objectors and deserters, and a conspiracy against Captain Westerling,” the National Archives said.Meetings from the Council of Ministers, which generally meets weekly, will be published from the year 1997. “The Netherlands was EU president in that year, and the climate conference was held in Kyoto. Swine fever was circulating throughout the Netherlands, and there was unrest among farmers about the planned substantial reduction in livestock numbers,” the National Archives notes.“The expansion of NATO with a number of Eastern European countries was a hot topic on the agenda. Especially when it comes to relations with Russia,” the National Archives said. Additionally, refugee and asylum seeker issues were still hot button topics 15 years ago. The minutes also show how the Cabinet at the time struggled with its relationship with Suriname when balanced against extradition requests for Desi Bouterse.",3 January 2023 - 10:21,Science
305,https://nltimes.nl/2023/01/03/sharp-increase-traffic-accident-fatalities,Sharp increase in traffic accident fatalities,"There are new concerns over traffic safety in the Netherlands after researchers found that 578 people died in traffic accidents last year, the highest number of victims in years. The figure was compiled by Smart Traffic Accident Reporting, or STAR, which works with statistics and research provided by several organizations, including government agencies, the police, and travel association ANWB.Citing STAR's figures, the Telegraaf reported 491 traffic fatalities in 2021, and 496 in 2020. Before the coronavirus pandemic began, which kept more people off the roads, there were 522 traffic fatalities in 2019 and 534 in 2018.However, figures provided by Statistics Netherlands (CBS), show traffic fatalities to be higher every single year. For example, in 2021, the organization counted 582 cases, and an average of 638 in each of the five years prior. The CBS only explicitly says it does not include cases of murder, manslaughter, and suicide, where STAR says it does not count any cases of intent at all in its data.Additionally, the total number of deaths in 2022 traffic accidents can still rise higher this month. Both STAR and the CBS define a traffic fatality as someone who dies at the scene of a crash, or within 30 days from injuries caused by a traffic accident. STAR does not count cases of suicide, illness, or incidents that are intentional in its figures.Not only did the number of fatalities rise to a record high, the number of road accidents in which at least one person was injured rose to 21,457, over 3,500 higher than the year before. The number of accidents with only material damage also increased by 10,028 compared to 2021, rising to 75,025. That reflects a 15 percent increase, according to STAR data.A victim is defined by STAR as any “driver passenger or pedestrian who is injured or dies in a traffic accident.” They do not factor into account the severity of injury.In an interview with ANP, Paul Broer said figures suggesting that injuries and fatalities surpassed totals from the pre-coronavirus years highlight a ""worrying trend."" Broer handles the approach to traffic enforcement at the national division of the police. He said speeding, distracted driving caused by phone calls, and driving under the influence are three of the five most common causes of accidents.He also called on local and provincial governments to prioritize certain road safety issues, like lighting, but also making sure infrastructure can handle all of the different types of bicycles, including electric, fat bikes, and cargo bikes.",3 January 2023 - 09:37,Crime
306,https://nltimes.nl/2023/01/03/sharp-increase-traffic-accident-fatalities,Sharp increase in traffic accident fatalities,"There are new concerns over traffic safety in the Netherlands after researchers found that 578 people died in traffic accidents last year, the highest number of victims in years. The figure was compiled by Smart Traffic Accident Reporting, or STAR, which works with statistics and research provided by several organizations, including government agencies, the police, and travel association ANWB.Citing STAR's figures, the Telegraaf reported 491 traffic fatalities in 2021, and 496 in 2020. Before the coronavirus pandemic began, which kept more people off the roads, there were 522 traffic fatalities in 2019 and 534 in 2018.However, figures provided by Statistics Netherlands (CBS), show traffic fatalities to be higher every single year. For example, in 2021, the organization counted 582 cases, and an average of 638 in each of the five years prior. The CBS only explicitly says it does not include cases of murder, manslaughter, and suicide, where STAR says it does not count any cases of intent at all in its data.Additionally, the total number of deaths in 2022 traffic accidents can still rise higher this month. Both STAR and the CBS define a traffic fatality as someone who dies at the scene of a crash, or within 30 days from injuries caused by a traffic accident. STAR does not count cases of suicide, illness, or incidents that are intentional in its figures.Not only did the number of fatalities rise to a record high, the number of road accidents in which at least one person was injured rose to 21,457, over 3,500 higher than the year before. The number of accidents with only material damage also increased by 10,028 compared to 2021, rising to 75,025. That reflects a 15 percent increase, according to STAR data.A victim is defined by STAR as any “driver passenger or pedestrian who is injured or dies in a traffic accident.” They do not factor into account the severity of injury.In an interview with ANP, Paul Broer said figures suggesting that injuries and fatalities surpassed totals from the pre-coronavirus years highlight a ""worrying trend."" Broer handles the approach to traffic enforcement at the national division of the police. He said speeding, distracted driving caused by phone calls, and driving under the influence are three of the five most common causes of accidents.He also called on local and provincial governments to prioritize certain road safety issues, like lighting, but also making sure infrastructure can handle all of the different types of bicycles, including electric, fat bikes, and cargo bikes.",3 January 2023 - 09:37,One-one-two
308,https://nltimes.nl/2023/01/03/klm-labor-unions-want-new-european-covid-rules-china-flights,KLM labor unions want new European Covid rules for China flights,"Labor unions representing workers at Dutch airline KLM want Europe to implement new restrictions on flights arriving from China because of the new wave of coronavirus infections that has broken out in that country. KLM staff members are concerned about the large number of infections there, the unions said.So far, several European countries have a negative test obligation for travelers arriving from China, but the Netherlands has not joined them. The member states of the European Union will discuss a joint approach on Wednesday.""It is very strange that nothing is coming from the government,"" said Ingrid Brama of union VNC, which represents cabin crew members. Brama believes the Netherlands has already missed its window to implement a domestic approach, and now has to rely on “one guideline from Europe.” The VNC wants travelers from China to undergo a mandatory test that shows that they are not infected with the coronavirus. If that test is positive, they must be isolated and not allowed to fly. ""We believe that our people should be protected,"" said Brama.Reinier Castelein agrees. He is the chair of labor union De Unie. ""People have those concerns. For example, KLM employees who do not feel safe because they also provide care for family members."" According to Castelein, it is very important that there is a central European policy that must apply to all companies. ""There must be a level playing field in Europe."" He believes that well-considered measures should be taken. ""These must be nuanced measures that are not harmful to aviation. We must not act hastily.""The trade union FNV also said it has receives word from people at KLM that employees do not feel comfortable on flights from China, said director Birte Nelen. ""We need a broad European approach for this. It's about time, because otherwise you won't get anywhere with it.""KLM said that the safety of crew and passengers is of paramount importance. The company said it follows the guidelines issued by the government. On flights from China, passengers and crew are required to wear a face mask during the flight. ""We are looking at whether additional measures should be taken.""KLM now flies to China three times a week and that will increase to six times a week at the end of this month.",3 January 2023 - 08:56,Health
309,https://nltimes.nl/2023/01/03/klm-labor-unions-want-new-european-covid-rules-china-flights,KLM labor unions want new European Covid rules for China flights,"Labor unions representing workers at Dutch airline KLM want Europe to implement new restrictions on flights arriving from China because of the new wave of coronavirus infections that has broken out in that country. KLM staff members are concerned about the large number of infections there, the unions said.So far, several European countries have a negative test obligation for travelers arriving from China, but the Netherlands has not joined them. The member states of the European Union will discuss a joint approach on Wednesday.""It is very strange that nothing is coming from the government,"" said Ingrid Brama of union VNC, which represents cabin crew members. Brama believes the Netherlands has already missed its window to implement a domestic approach, and now has to rely on “one guideline from Europe.” The VNC wants travelers from China to undergo a mandatory test that shows that they are not infected with the coronavirus. If that test is positive, they must be isolated and not allowed to fly. ""We believe that our people should be protected,"" said Brama.Reinier Castelein agrees. He is the chair of labor union De Unie. ""People have those concerns. For example, KLM employees who do not feel safe because they also provide care for family members."" According to Castelein, it is very important that there is a central European policy that must apply to all companies. ""There must be a level playing field in Europe."" He believes that well-considered measures should be taken. ""These must be nuanced measures that are not harmful to aviation. We must not act hastily.""The trade union FNV also said it has receives word from people at KLM that employees do not feel comfortable on flights from China, said director Birte Nelen. ""We need a broad European approach for this. It's about time, because otherwise you won't get anywhere with it.""KLM said that the safety of crew and passengers is of paramount importance. The company said it follows the guidelines issued by the government. On flights from China, passengers and crew are required to wear a face mask during the flight. ""We are looking at whether additional measures should be taken.""KLM now flies to China three times a week and that will increase to six times a week at the end of this month.",3 January 2023 - 08:56,Politics
310,https://nltimes.nl/2023/01/03/klm-labor-unions-want-new-european-covid-rules-china-flights,KLM labor unions want new European Covid rules for China flights,"Labor unions representing workers at Dutch airline KLM want Europe to implement new restrictions on flights arriving from China because of the new wave of coronavirus infections that has broken out in that country. KLM staff members are concerned about the large number of infections there, the unions said.So far, several European countries have a negative test obligation for travelers arriving from China, but the Netherlands has not joined them. The member states of the European Union will discuss a joint approach on Wednesday.""It is very strange that nothing is coming from the government,"" said Ingrid Brama of union VNC, which represents cabin crew members. Brama believes the Netherlands has already missed its window to implement a domestic approach, and now has to rely on “one guideline from Europe.” The VNC wants travelers from China to undergo a mandatory test that shows that they are not infected with the coronavirus. If that test is positive, they must be isolated and not allowed to fly. ""We believe that our people should be protected,"" said Brama.Reinier Castelein agrees. He is the chair of labor union De Unie. ""People have those concerns. For example, KLM employees who do not feel safe because they also provide care for family members."" According to Castelein, it is very important that there is a central European policy that must apply to all companies. ""There must be a level playing field in Europe."" He believes that well-considered measures should be taken. ""These must be nuanced measures that are not harmful to aviation. We must not act hastily.""The trade union FNV also said it has receives word from people at KLM that employees do not feel comfortable on flights from China, said director Birte Nelen. ""We need a broad European approach for this. It's about time, because otherwise you won't get anywhere with it.""KLM said that the safety of crew and passengers is of paramount importance. The company said it follows the guidelines issued by the government. On flights from China, passengers and crew are required to wear a face mask during the flight. ""We are looking at whether additional measures should be taken.""KLM now flies to China three times a week and that will increase to six times a week at the end of this month.",3 January 2023 - 08:56,Business
312,https://nltimes.nl/2023/01/03/enforcement-fireworks-ban-priority-police-confirm,"Enforcement of the fireworks ban was not a priority, police confirm","Enforcement was a low priority for the police in the municipalities where a fireworks ban was in force during New Year's celebrations this year, various district police departments confirmed to ANP on Monday. Many police forces reported that supervision of the ban was mainly a matter for civilian street enforcement teams in different municipalities and that the high volume of emergency calls meant police only acted in fireworks cases in the most excessive situations.Fireworks were not allowed this past weekend in 12 different municipalities. That number is expected to rise over the year, according to the Association of Dutch Municipalities (VNG). As long as there are no national regulations, ""many more municipalities are guaranteed to follow with a local ban,"" a VNG spokesperson said. Some 65 percent of the municipalities said in a survey earlier this year that they were in favor of a ban.According to the police in the east of the Netherlands, it was ""very quiet"" during the turn of the new year and there was no reason to hand out fines. The police spokesperson even claimed that hardly any fireworks were set off in Nijmegen, Apeldoorn and Heumen, the three municipalities in the district with a fireworks ban.But the mayors of Nijmegen and Apeldoorn did not agree with the police assessment. They claimed that there were many fireworks set off despite the ban.The Rotterdam area police said that the ban was not enforced in Rotterdam and Schiedam. ""This was a symbolic move; they knew that it could not be enforced. We only did that in case of excesses,"" said a police spokesperson.This decision also applied in Amsterdam, Haarlem, Bloemendaal and Heemstede. Enforcement took place when fireworks were thrown at police officers, emergency workers, or other people. A spokesperson for the Noord-Holland police district said this also included when people put themselves in harm's way.In Amsterdam, efforts were made to take action where possible, according to a spokesperson. ""But it was busy, so we had to make choices.""Just like the police in Amsterdam, the police unit for the central region of the Netherlands could not say whether fines were issued where a ban applied, in Soest and in Heuvelrug, Utrecht. ""But we didn't go looking specifically because we had other things to do.""In Limburg, the police also did not issue fines between December 28 and January 2 for violating the fireworks ban in Mook and Middelaar. That also was not actively enforced, according to a spokesperson. ""The priority was not there.""",3 January 2023 - 07:50,Crime
313,https://nltimes.nl/2023/01/03/enforcement-fireworks-ban-priority-police-confirm,"Enforcement of the fireworks ban was not a priority, police confirm","Enforcement was a low priority for the police in the municipalities where a fireworks ban was in force during New Year's celebrations this year, various district police departments confirmed to ANP on Monday. Many police forces reported that supervision of the ban was mainly a matter for civilian street enforcement teams in different municipalities and that the high volume of emergency calls meant police only acted in fireworks cases in the most excessive situations.Fireworks were not allowed this past weekend in 12 different municipalities. That number is expected to rise over the year, according to the Association of Dutch Municipalities (VNG). As long as there are no national regulations, ""many more municipalities are guaranteed to follow with a local ban,"" a VNG spokesperson said. Some 65 percent of the municipalities said in a survey earlier this year that they were in favor of a ban.According to the police in the east of the Netherlands, it was ""very quiet"" during the turn of the new year and there was no reason to hand out fines. The police spokesperson even claimed that hardly any fireworks were set off in Nijmegen, Apeldoorn and Heumen, the three municipalities in the district with a fireworks ban.But the mayors of Nijmegen and Apeldoorn did not agree with the police assessment. They claimed that there were many fireworks set off despite the ban.The Rotterdam area police said that the ban was not enforced in Rotterdam and Schiedam. ""This was a symbolic move; they knew that it could not be enforced. We only did that in case of excesses,"" said a police spokesperson.This decision also applied in Amsterdam, Haarlem, Bloemendaal and Heemstede. Enforcement took place when fireworks were thrown at police officers, emergency workers, or other people. A spokesperson for the Noord-Holland police district said this also included when people put themselves in harm's way.In Amsterdam, efforts were made to take action where possible, according to a spokesperson. ""But it was busy, so we had to make choices.""Just like the police in Amsterdam, the police unit for the central region of the Netherlands could not say whether fines were issued where a ban applied, in Soest and in Heuvelrug, Utrecht. ""But we didn't go looking specifically because we had other things to do.""In Limburg, the police also did not issue fines between December 28 and January 2 for violating the fireworks ban in Mook and Middelaar. That also was not actively enforced, according to a spokesperson. ""The priority was not there.""",3 January 2023 - 07:50,Politics
315,https://nltimes.nl/2023/01/03/14-year-old-boy-shot-setting-fireworks-lelystad,14-year-old boy shot while setting off fireworks in Lelystad,"A 14-year-old boy was likely shot while he was setting off fireworks in Lelystad last week. He suffered minor physical injuries, police said on Monday. No arrests were made in the days following the incident.It happened on Friday in the Wold neighborhood of the Fleveoland city. At about 10 p.m., the boy was setting off fireworks in a local schoolyard.""Suddenly, the 14-year-old boy felt a painful sensation at his stomach,"" police said. The pain was abnormal, so he went back to his home. When he got there, he told his parents about the pain.The parents looked him over, and figured out he may have been the victim of a gunshot. Residue or debris from the projectile was still on his shirt, police said.""The victim suffered minor injuries but did not require medical attention. He was quite shocked,"" police stated.No arrests were made, and police carried out a forensic investigation near the Horizon aan de Wold school where the victim was wounded. Police asked anyone with knowledge of the incident to contact them.",3 January 2023 - 07:20,Crime
317,https://nltimes.nl/2023/01/02/advocacy-groups-worried-neo-nazi-racist-statements-appear-rotterdam-bridge,Advocacy groups worried after Neo-Nazi & racist statements appear on Rotterdam bridge,"The messages linked to Neo-Nazi groups and other white supremacists, which were projected on the side of the Erasmus Bridge during the Rotterdam New Year's celebration, can have a deep negative impact on residents of the second largest city in the Netherlands, said Radar, a group which promotes inclusivity in the country.Op de Erasmusbrug zijn racistische leuzen geprojecteerd tijdens de jaarwisseling. https://t.co/saEJPmxFHl pic.twitter.com/4TDQSam65FSeveral controversial statements were shown on the bridge, including some which ended up being broadcast during RTL 4's coverage of the event. The statements included ""We must secure the existence of our people and a future for White children.” The statement is known as “14 Words,” and was popularized by comments made by American neo-Nazi David Lane, who died in prison in 2007.Other statements shown on the bridge included, “Vrolijk Blank 2023 - Happy White 2023,” and “Zwarte Piet deed niets verkeerd,” which translates to “Zwarte Piet did nothing wrong,” a reference to the winter holiday character often portrayed by a white actor in blackface makeup. ""White Lives Matter"" was also projected on the bridge, a saying first promoted by a white supremacist group in Texas in response to the black Lives Matter movement.""The action can lead to feelings of insecurity for many Rotterdam residents,"" Radar said. ""'White lives matter' or 'Zwarte Piet did nothing wrong' are not neutral statements but play down discrimination and racism in society. Instead of listening to people who experience racism, empathizing with them and reflecting on your own position, you avoid dialogue and ignore the fact that racism exists.""The organization pointed out, ""All lives matter, but Black people and people of color are more likely to be disadvantaged or victimized – for example, by police brutality. The Black Lives Matter message therefore emphasizes that black lives also matter.""Hoe is het mogelijk dat tijdens de jaarwisseling racistische teksten op de Erasmusbrug in Rotterdam konden worden geprojecteerd? #Rotterdam #racisme #burgemeester pic.twitter.com/lXlWvxNydpOn New Year's Day, police said they were still investigating the incident. “As we now estimate, the images were projected from a boat. The images move quite a bit. It is rather sloppy,"" a spokesperson said at the time.Alderman Ronald Buijt, who is also the deputy mayor of the city, said to RTL Nieuws, “I found the slogans projected on the bridge tonight to be rude and polarizing. These guys don’t deserve attention even for a second. Rotterdam is one city, a city where everyone is equal.”stond er nou white lives matter op de erasmusbrug..... #Rotterdam pic.twitter.com/81zPcJWfg5",2 January 2023 - 18:50,Crime
